web_scraper_order,web_scraper_start_url,title,bid-id,due-date,stage
"1784987646-1","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Style 1 Decorative Poles w/o Anchor Bolts","B27151951002","07/30/2026 02:00pm","Bidding"
"1784987646-2","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Mangan Park Walkway Improvements","B26191121026","08/05/2026 02:00pm","Bidding"
"1784987646-3","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Lampasas Ave & Rio Linda Blvd Project","B2715111101","08/05/2026 02:00pm","Bidding"
"1784987646-4","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Contact Center Replacement","P27071011001","08/07/2026 02:00pm","Bidding"
"1784987646-5","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","KINNEY POLICE FACILITY HVAC IMPROVEMENTS","B26014541003","08/12/2026 02:00pm","Bidding"
"1784987646-6","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Earl Warren Park Playground Replacement","B26191121027","08/13/2026 02:00pm","Bidding"
"1784987646-7","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Energy Management Plan Development","P26141363016","08/13/2026 03:00pm","Bidding"
"1784987646-8","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","On-Call Coating Specialists 2026-31","Q26141311015","08/20/2026 03:00pm","Bidding"
"1784987646-9","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Heavy Duty Tow Rotation Program","Q24211313004","06/30/2028 05:00pm","Bidding"
"1784987646-10","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Pedestrian Crossing at R Street and 29th/30th Streets","P26151111027","07/23/2026 02:00pm","Closed"
"1784987646-11","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","2” Aluminum scheduled 40 pipe","B27151931002","07/21/2026 02:00pm","Closed"
"1784987646-12","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Traffic Signal and Street Light Maintenance, Repair, and Modification","Q26151111028","07/20/2026 04:00pm","Closed"
"1784987646-13","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Homekey+ Permanent Supportive Housing","Q26021451003","07/10/2026 12:00pm","Closed"
"1784987646-14","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","North Natomas Regional Park (Great Meadow)","B26191121025","07/08/2026 02:00pm","Award Pending"
"1784987646-15","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Sacramento Last Mile Project Package 2","B26151111026","07/08/2026 02:00pm","Closed"
"1784987646-16","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Traffic Signal Safety Project","P26151111025","07/08/2026 02:00pm","Closed"
"1784987646-17","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","On-Call Maintenance Services","SPLBID1199","07/07/2026 01:00pm","Closed"
"1784987646-18","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Urban Forestry Education and Engagement","P26151111024","07/01/2026 04:00pm","Closed"
"1784987646-19","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","As-Needed Purchase of Ready-Mixed Concrete","B26151651021","07/01/2026 02:00pm","Closed"
"1784987646-20","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Temporary Fencing Services","B26211311001","06/29/2026 12:00pm","Awarded"
"1784987646-21","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Commercial Waste Compliance Outreach Services","P26155711004","06/26/2026 05:00pm","Closed"
"1784987646-22","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Citywide Recruitment Services","P26081041002","06/26/2026 05:00pm","Closed"
"1784987646-23","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Voluntary Accident, Critical Illness, and Hospital Indemnity Plan","P26081021001","06/26/2026 05:00pm","Closed"
"1784987646-24","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","ON CALL PROFESSIONAL SERVICES- Real Estate Brokerage Services","Q26014541002","06/25/2026 02:00pm","Closed"
"1784987646-25","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Creative Services for Outreach","P26155711003","06/24/2026 05:00pm","Closed"
"1784987646-26","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Granite Park Soccer Field Fencing & Paving Project","B26191121024","06/24/2026 02:00pm","Award Pending"
"1784987646-27","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Basin 111 Manhole Installation Project","B26141324013","06/24/2026 02:00pm","Awarded"
"1784987646-28","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","La Mancha Way Valley HI Drive Corridor Improvements","B26151111023","06/24/2026 02:00pm","Closed"
"1784987646-29","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Trucking Services in Support of Minor Street Repairs","B26151631022","06/23/2026 02:00pm","Awarded"
"1784987646-30","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Integrated AV Maintenance & Repair – Meyer System at the SAFE Credit Union Performing Arts Center","B26171121005","06/23/2026 02:00pm","Canceled"
"1784987646-31","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Sacramento Marina Operational & Financial Sustainability Consulting","P26152011001","06/18/2026 05:09pm","Award Pending"
"1784987646-32","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Landfill and Waste Disposal Services","B26151631020","06/17/2026 02:00pm","Awarded"
"1784987646-33","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Westlake Sluice Gates Replacement Project","B26141324014","06/17/2026 02:00pm","Award Pending"
"1784987646-34","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Strategic Marketing & Outreach Program Promotor Incentive Program","P26171011001","06/17/2026 02:00pm","Award Pending"
"1784987646-35","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","City College Reservoir Transmission Main Project","P26141322012","06/15/2026 03:00pm","Award Pending"
"1784987646-36","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","VEHICLE UPFIT ACCESSORIES, WINDOW TINT AND INSTALLATION SERVICES","B26153311018","06/12/2026 03:00pm","Awarded"
"1784987646-37","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Vision Zero School Safety Project","B26151111022","06/10/2026 02:00pm","Award Pending"
"1784987646-38","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Arcade Creek Bridge at Watt Ave Scour Repair","B26151111021","06/10/2026 02:00pm","Closed"
"1784987646-39","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","OLD SACRAMENTO BOARDWALK REPLACEMENT","Q26014541001","06/09/2026 02:00pm","Closed"
"1784987646-40","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Aggie Square Workforce Program Case Management and Wraparound Services","P26021411003","06/08/2026 03:00pm","Closed"
"1784987646-41","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","28th and B Skate Park Operations","P26191531003","06/05/2026 02:00pm","Awarded"
"1784987646-42","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Herbicide Application for City Owned Vacant Lots","B26151681017","06/03/2026 02:00pm","Awarded"
"1784987646-43","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","City Owned Vacant Lots Streetscapes Maintenance","B26151681016","06/03/2026 02:00pm","Awarded"
"1784987646-44","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Richards Boulevard Drainage Improvements","B26141311011","06/03/2026 02:00pm","Award Pending"
"1784987646-45","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Bertha Henschel Park Restroom & Basketball Court Improvements","B26191121023","06/03/2026 02:00pm","Award Pending"
"1784987646-46","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Heavy Duty Tow Rotation Program","Q24211313004","06/01/2026 04:00pm","Closed"
"1784987646-47","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Cove Park Shade Canopy","B26191121022","05/28/2026 02:00pm","Awarded"
"1784987646-48","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Citywide Recruitment Services","P26081041001","05/27/2026 05:00pm","Canceled"
"1784987646-49","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","West Natomas Central Streetscapes Maintenance","B26151681019","05/27/2026 02:00pm","Awarded"
"1784987646-50","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Parkebdrige Streetscapes Maintenance","B26151681018","05/27/2026 02:00pm","Awarded"
"1784987646-51","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","City Hall Complex Streetscapes Maintenance","B26151681015","05/27/2026 02:00pm","Closed"
"1784987646-52","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Combined Waste Treatment Plant Chemical Tank Replacement","B26141151809","05/27/2026 02:00pm","Award Pending"
"1784987646-53","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Arden Way CMP Storm Drains Replacement","B26141324010","05/27/2026 02:00pm","Award Pending"
"1784987646-54","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Carlson Drive Rehabilitation Project","B26151111020","05/20/2026 02:00pm","Awarded"
"1784987646-55","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Northgate Blvd Fence Replacement Phase 1 (Rebid)","B26151111019","05/20/2026 12:23pm","Awarded"
"1784987646-56","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Specialty Weed Control for City Parks","B26191311005","05/13/2026 02:00pm","Closed"
"1784987646-57","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Creative Services for Outreach","P26155711001","05/11/2026 05:00pm","Canceled"
"1784987646-58","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Stockton Boulevard Housing Stabilization","Q26021451002","05/11/2026 03:00pm","Award Pending"
"1784987646-59","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Landfill and Waste Disposal Services","B26151811014","05/06/2026 02:02pm","Awarded"
"1784987646-60","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Landscape Maintenance Services Old Sacramento District","B26171911001","05/06/2026 02:00pm","Awarded"
"1784987646-61","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","ServiceNow  Professional Services","P26071011006","05/06/2026 02:00pm","Closed"
"1784987646-62","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Destruction of Narcotics & Narcotic Paraphernalia (ON-SITE)","P261100135105","05/05/2026 05:00pm","Closed"
"1784987646-63","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Destruction of Narcotics & Narcotic Paraphernalia (OFF-SITE)","P261100135101","05/05/2026 05:00pm","Closed"
"1784987646-64","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Request for Qualifications for Arbitrage Consultant","Q26051011001","05/04/2026 04:00pm","Closed"
"1784987646-65","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Food Literacy Floyd (Urban) Farm Community Action Plan","P26211222001","04/29/2026 05:00pm","Award Pending"
"1784987646-66","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Alley Dust Off Services","B26151631013","04/29/2026 02:00pm","Closed"
"1784987646-67","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","St Lukes Detention Basin Project","B26141324008","04/29/2026 02:00pm","Award Pending"
"1784987646-68","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Drainage & Wastewater Jetting & Rodding Supplies","B26141451413","04/29/2026 02:00pm","Award Pending"
"1784987646-69","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Vehicle Body and Upfitting Services","B26153311016","04/29/2026 02:00pm","Awarded"
"1784987646-70","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Police Department Records Unit Audit","P261100108104","04/28/2026 05:00pm","Closed"
"1784987646-71","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Sacramento Fire Background Investigations","P26121331003","04/27/2026 04:00pm","Awarded"
"1784987646-72","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Parking Lot Greening Guidebook","P26151111018","04/24/2026 04:00pm","Awarded"
"1784987646-73","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Loose-Fill Surface Material for Park Playgrounds","B26191311006","04/22/2026 02:00pm","Awarded"
"1784987646-74","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Purchase of Chainsaws & other Small Equipment","B26151811012","04/21/2026 02:00pm","Awarded"
"1784987646-75","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","ServiceNow Technical Services","P26071011005","04/17/2026 02:00pm","Canceled"
"1784987646-76","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","North 5th Street Parallel Storm Trunk Main Project","Q26141324007","04/16/2026 12:00pm","Closed"
"1784987646-77","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Sump 117 Electrical Improvements","B26141363006","04/15/2026 02:00pm","Awarded"
"1784987646-78","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","PURCHASE OF AGGREGATES, ASPHALT CONCRETE (HOT MIX ASPHALT), AND RELATED MATERIALS","B26151631011","04/15/2026 02:00pm","Awarded"
"1784987646-79","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","On-Call Contractor Services for Signing and Striping Installation","Q26151111017","04/10/2026 04:00pm","Awarded"
"1784987646-80","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Del Paso Heights Town Center Reuse and Revitalization Plan","P26021411001","04/10/2026 04:00pm","Award Pending"
"1784987646-81","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","CWTP Condition Assessment and BCE - REBID","P26141323005","04/10/2026 03:00pm","Award Pending"
"1784987646-82","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Digital Marketing Services: SEO, Google Ads Management, and Social Media Marketing","P26171121001","04/10/2026 02:00pm","Awarded"
"1784987646-83","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Landscape Maintenance of Water Treatment Plants","B26141111416","04/08/2026 02:00pm","Awarded"
"1784987646-84","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","I Street Bridge Replacement Project","B26151111010","04/08/2026 02:00pm","Closed"
"1784987646-85","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Utility Network Implementation Project","P26141351707","04/07/2026 02:00pm","Award Pending"
"1784987646-86","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Citywide Storage Services","P26231021001","04/03/2026 03:00pm","Awarded"
"1784987646-87","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Fire Department Landscaping Services","B26121441002","04/02/2026 04:00pm","Awarded"
"1784987646-88","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Weed Abatement Services","Q26211313001","04/02/2026 04:00pm","Awarded"
"1784987646-89","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","On-Call Underwater Diving and ROV Services for Drinking Water and Stormwater Facilities","Q26141322004","04/02/2026 03:00pm","Award Pending"
"1784987646-90","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Biohazard Remediation Services","P26081321001","04/01/2026 05:00pm","Awarded"
"1784987646-91","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","On-Call Grant Writer","Q26141471415","04/01/2026 02:00pm","Award Pending"
"1784987646-92","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Northgate Boulevard Fence Replacement - Phase 1","B26151111016","04/01/2026 02:00pm","Closed"
"1784987646-93","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","PUBLIC SAFETY CENTER ROOF SECTION 3 ADDITVE ALTERNATES 4 & 8","B26014541001","04/01/2026 02:00pm","Awarded"
"1784987646-94","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Goat/Sheep Grazing Services","P26141431808","04/01/2026 02:00pm","Award Pending"
"1784987646-95","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Lower Beach Lake Berm Seepage Mitigation Project","B25141311011","04/01/2026 02:00pm","Award Pending"
"1784987646-96","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Floodgate Inspections and Technical Support","P26151111015","03/25/2026 02:00pm","Award Pending"
"1784987646-97","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Pocket Road Sewer Replacement at East Shore","B26141311004","03/18/2026 02:00pm","Award Pending"
"1784987646-98","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Freeway Underpasses Streetscapes Maintenance","B26151681010","03/17/2026 02:00pm","Awarded"
"1784987646-99","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Public Litter and Recycling Can Collection and Maintenance","P26155711002","03/16/2026 05:00pm","Award Pending"
"1784987646-100","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Quarterly Tuning and Maintenance of Estey Municipal Organ (c. 1927)","B26171121004","03/16/2026 02:00pm","Awarded"
"1784987646-101","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","CWTP Condition Assessment and BCE","P26141323001","03/13/2026 03:00pm","Canceled"
"1784987646-102","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","ECE Apprentice Case Management and Wraparound Services","P26021411002","03/12/2026 05:00pm","Awarded"
"1784987646-103","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Reconnecting Old North Sacramento Plan","P26151111013","03/11/2026 04:00pm","Awarded"
"1784987646-104","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Sacramento Last Mile Project Package 1","B26151111014","03/11/2026 02:00pm","Awarded"
"1784987646-105","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Pavement Condition Data Collection and Analysis","P26151111012","03/11/2026 02:00pm","Closed"
"1784987646-106","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Park Impact Fee Nexus Study Update and Park Dedication Requirements","P26191121020","03/06/2026 09:00am","Awarded"
"1784987646-107","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Request for Expressions of Interest: Strategic Development of the 102-Acre Meadowview Site","I26021411001","02/27/2026 04:00pm","Closed"
"1784987646-108","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Trash Implementation Plan Support","Q26141331003","02/26/2026 03:00pm","Awarded"
"1784987646-109","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Purchase of Electric Wire Rope Hoists, Parts, Inspection, Repair, Service, and Replacement","B26141141311","02/24/2026 02:00pm","Awarded"
"1784987646-110","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","E.A. Fairbairn WTP Grit Separator Rake Arm Replacement","B2614132002","02/18/2026 02:00pm","Awarded"
"1784987646-111","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","North East Commerce Streetscapes Maintenance","B26151681009","02/12/2026 02:00pm","Awarded"
"1784987646-112","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Garcia Bend Soccer Field Improvements","B26191121021","02/11/2026 02:00pm","Rejected"
"1784987646-113","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Dixieanne Alleyways Improvements Project - Phase 2","P26151111011","02/05/2026 04:00pm","Awarded"
"1784987646-114","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","PURCHASE OF AGGREGATES, ASPHALT CONCRETE (HOT MIX ASPHALT), AND RELATED MATERIALS","B26141451706","02/04/2026 02:00pm","Awarded"
"1784987646-115","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Dooley Field Electrical Rehab","B2514136314","02/04/2026 02:00pm","Awarded"
"1784987646-116","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Willow Creek Streetscapes Maintenance Services","B26151681008","01/29/2026 02:00pm","Awarded"
"1784987646-117","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Riverview Streetscapes Maintenance Services","B26151681007","01/29/2026 02:00pm","Awarded"
"1784987646-118","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Corridor Streetscapes Maintenance","B26151681006","01/29/2026 02:00pm","Awarded"
"1784987646-119","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Utility Lockbox & Mailed Payment Service","P26141631410","01/28/2026 02:00pm","Awarded"
"1784987646-120","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Utility Bill Print, Presentment & Payment Services","P26141631412","01/28/2026 02:00pm","Award Pending"
"1784987646-121","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Emergency Stabilization for Families Program (ESF)","P26231031002","01/21/2026 05:00pm","Awarded"
"1784987646-122","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Trailer Removal and Destruction","P2615311013","01/21/2026 03:00pm","Canceled"
"1784987646-123","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Sacramento Fire Department Mobile Integrated Health Program (MIH)","P26121441001","01/21/2026 12:00pm","Awarded"
"1784987646-124","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","CM & Inspection Services for the Sacramento Last Mile Project","P26151111009","01/20/2026 11:00am","Awarded"
"1784987646-125","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Animal Care Service - Policy and Procedures","P26211441001","01/16/2026 04:00pm","Awarded"
"1784987646-126","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Lumber & Miscellaneous Hardware for Fire Department","B26121421001","01/16/2026 12:00pm","Awarded"
"1784987646-127","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Oki Park Openspace Urban Farm","B25191121019","01/15/2026 02:00pm","Awarded"
"1784987646-128","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","SUTTER’S LANDING PARK SITE, RESTROOM AND CONCESSION BUILDING","Q25014541002","01/15/2026 02:00pm","Award Pending"
"1784987646-129","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","2026 Relief Wells Inspection, Testing and Rehabilitation","P25141311016","01/14/2026 02:00pm","Awarded"
"1784987646-130","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Police Department Records Division Operational Assessment","I261100108103","01/08/2026 05:00pm","Closed"
"1784987646-131","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Sam & Bonnie Pannell Community Center Standby Generator Project","C15002001","01/07/2026 02:00pm","Awarded"
"1784987646-132","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","I Street Bridge Replacement Informational Flyer","B10000099","12/31/2025 03:00pm","Canceled"
"1784987646-133","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Replacement Polaris Pro XD","B26153311014","12/26/2025 03:00pm","Awarded"
"1784987646-134","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Beverage and Snack Vending Services","P26061521001","12/23/2025 12:00pm","Awarded"
"1784987646-135","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Replacement Polaris Ranger Crew","B26153311013","12/19/2025 03:00pm","Awarded"
"1784987646-136","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Permit Education & Communication Services – Entertainment Services Division","P26172011001","12/19/2025 02:00pm","Awarded"
"1784987646-137","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Tanzanite Park Lighting Project","B25191121018","12/18/2025 02:00pm","Awarded"
"1784987646-138","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","City of Sacramento Audio Visual Services","P26071011001","12/17/2025 02:00pm","Awarded"
"1784987646-139","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Original Equipment Manufacturer (OEM) Parts and Repairs For Autocar","B26153311011","12/12/2025 03:00pm","Awarded"
"1784987646-140","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","5G Mobile Hotspot Internet Service Erate YR 2026 (YR29) for Sacramento Public Library Authority","SPLBID1201","12/12/2025 03:00pm","Closed"
"1784987646-141","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Stockton Boulevard Housing Stabilization","Q2602145101","12/12/2025 12:00pm","Award Pending"
"1784987646-142","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","English Elms Preservation","P26151811001","12/11/2025 02:00pm","Awarded"
"1784987646-143","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Utility Bill Print, Presentment & Payment Services","P26141631409","12/10/2025 02:00pm","Canceled"
"1784987646-144","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Eleanor Ave Storm Drain Modification","B25141324015","12/10/2025 02:00pm","Awarded"
"1784987646-145","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Del Rio Sewer Force Main Rehabilitation","B25131311013","12/10/2025 02:00pm","Awarded"
"1784987646-146","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","OEM Parts, Repairs and Services for TORO Equipment","B26153311012","12/05/2025 03:00pm","Awarded"
"1784987646-147","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Sump 157 Security Improvements","B25141324012","12/03/2025 02:00pm","Awarded"
"1784987646-148","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Purchase of Electric Wire Rope Hoists, Inspection, Repair, Service and Replacement","B26141141310","11/26/2025 02:00pm","Closed"
"1784987646-149","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","REQUEST FOR QUALIFICATIONS for On-Call Consultant Services for Department of Utilities Engineering & Water Resources Division","Q25141325014","11/25/2025 05:00pm","Closed"
"1784987646-150","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","On-Call Contractor Services for Signing & Striping Installation and Maintenance","Q26151111006","11/19/2025 04:00pm","Closed"
"1784987646-151","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","HSIP 10 Pedestrian Crossings Improvement Project","B26151111007","11/19/2025 02:00pm","Awarded"
"1784987646-152","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Marysville Blvd Vision Zero Safety Quick Build (Phase 1)","B26151111008","11/19/2025 02:00pm","Awarded"
"1784987646-153","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Towing and Roadside Services for Light Duty (GVWR under 8,500 pounds","B2615331010","11/19/2025 02:00pm","Awarded"
"1784987646-154","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Retirement Plan Investment Consulting Services","P26081021003","11/18/2025 05:00pm","Awarded"
"1784987646-155","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Temporary Fencing Rental for City Parks","RFB#B26191311002","11/14/2025 02:00pm","Awarded"
"1784987646-156","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Automated Metering Infrastructure Upgrade","P26141411306","11/12/2025 02:00pm","Awarded"
"1784987646-157","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Traffic Control Services and Related Products","P25141421806","11/12/2025 02:00pm","Award Pending"
"1784987646-158","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","2026 NDAT Community Ambassador Program","2026 NDAT","11/09/2025 11:59pm","Awarded"
"1784987646-159","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Uniform Rental and Laundry Services for Sacramento Public Library Authority","SPLBID1191","11/02/2025 05:00pm","Closed"
"1784987646-160","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Vehicle Glass Replacement and Repair","B26153311009","10/29/2025 03:40pm","Rejected"
"1784987646-161","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","General Motors OEM Parts and Services","B26153311006","10/29/2025 03:00pm","Awarded"
"1784987646-162","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Del Rio Trail 72-Inch Force Main Rehabilitation Project","P25141311011","10/28/2025 03:00pm","Awarded"
"1784987646-163","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Mobile Welding Services for Fleet Vehicles and Equipment","B26153311005","10/27/2025 03:00pm","Awarded"
"1784987646-164","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Plan Review Services for Fiber & Small Cell Installation","P26151111005","10/27/2025 02:00pm","Closed"
"1784987646-165","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","24th Street Bypass Park Fitness Court (Re-Bid)","B25191121017","10/22/2025 02:00pm","Awarded"
"1784987646-166","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","San Juan Reservoir VFD & RVSS Replacement","B26141363411","10/22/2025 02:00pm","Awarded"
"1784987646-167","https://pbsystem.planetbids.com/portal/15300/bo/bo-search","Evaluation services and technical assistance of the Sacramento Children’s Fund","P26191004001","10/20/2025 05:00pm","Award Pending"
